,tweet_id,favorites,retweets
946,751132876104687617,5351,1398
947,750868782890057730,5028,1491
948,750719632563142656,13909,5419
949,750506206503038976,4678,1236
950,750429297815552001,13880,4628
951,750383411068534784,4796,1224
952,750381685133418496,727,30
953,750147208377409536,3266,1036
954,750132105863102464,3824,1371
955,750117059602808832,4565,1398
956,750101899009982464,3195,906
957,750086836815486976,2286,586
958,750071704093859840,8279,3591
959,750056684286914561,3300,961
960,750041628174217216,3342,665
961,750026558547456000,2851,843
962,750011400160841729,3417,975
963,749996283729883136,3197,871
964,749981277374128128,5377,2632
965,749774190421639168,4893,1408
966,749417653287129088,6412,1784
967,749403093750648834,2764,585
968,749395845976588288,9057,3720
969,749317047558017024,5766,2374
970,749075273010798592,6059,2224
971,749064354620928000,5038,1624
972,749036806121881602,3261,839
973,748977405889503236,11267,3649
974,748932637671223296,6143,2423
975,748705597323898880,2907,1018
976,748699167502000129,4983,1715
977,748692773788876800,4458,1424
978,748575535303884801,6375,2131
979,748568946752774144,2294,720
980,748346686624440324,5498,1330
981,748337862848962560,8084,4415
982,748324050481647620,3885,820
983,748307329658011649,3849,764
984,748220828303695873,14851,8355
985,747963614829678593,6072,2298
986,747933425676525569,6959,2732
987,747885874273214464,3094,1056
988,747844099428986880,2948,805
989,747816857231626240,5082,1245
990,747651430853525504,1450,168
991,747648653817413632,13543,6264
992,747600769478692864,2433,588
993,747594051852075008,3879,1124
994,747512671126323200,5826,1697
995,747461612269887489,4054,1102
996,747439450712596480,5698,2063
997,747242308580548608,0,3083
998,747219827526344708,5539,1693
999,747204161125646336,3541,986
1000,747103485104099331,10051,4267
1001,746906459439529985,3027,317
1002,746872823977771008,6292,2300
1003,746818907684614144,5561,1848
1004,746790600704425984,5111,1700
1005,746757706116112384,10039,4179
1006,746726898085036033,6332,1915
1007,746542875601690625,5280,1995
1008,746521445350707200,0,1052
1009,746507379341139972,4861,1158
1010,746369468511756288,6465,1757
1011,746131877086527488,7247,2353
1012,746056683365994496,3719,870
1013,745789745784041472,4230,1141
1014,745712589599014916,7328,2479
1015,745433870967832576,7439,2708
1016,745422732645535745,8992,2597
1017,745314880350101504,7525,2964
1018,745074613265149952,8221,3775
1019,745057283344719872,7577,2429
1020,744995568523612160,3112,665
1021,744971049620602880,8258,2878
1022,744709971296780288,5854,1668
1023,744334592493166593,7081,2283
1024,744234799360020481,164158,83563
1025,744223424764059648,1773,397
1026,743980027717509120,4353,1160
1027,743895849529389061,3813,1021
1028,743835915802583040,0,2228
1029,743609206067040256,4686,1473
1030,743595368194129920,19328,7024
1031,743545585370791937,3691,998
1032,743510151680958465,8289,3948
1033,743253157753532416,4431,1303
1034,743222593470234624,6485,2031
1035,743210557239623680,4020,1459
1036,742534281772302336,7377,3790
1037,742528092657332225,4639,2129
1038,742465774154047488,7601,4151
1039,742423170473463808,10297,4052
1040,742385895052087300,7121,2121
1041,742161199639494656,4544,1468
1042,742150209887731712,5373,1663
1043,741793263812808706,4768,1608
1044,741743634094141440,8552,2949
1045,741438259667034112,3843,890
1046,741303864243200000,9181,3455
1047,741099773336379392,10501,5919
1048,741067306818797568,9885,3295
1049,740995100998766593,6696,2956
1050,740711788199743490,3565,994
1051,740699697422163968,2966,835
1052,740676976021798912,19001,7243
1053,740373189193256964,36419,14179
1054,740365076218183684,2587,465
1055,740359016048689152,3451,912
1056,740214038584557568,7001,2096
1057,739979191639244800,20882,6312
1058,739932936087216128,4242,1148
1059,739844404073074688,3967,911
1060,739623569819336705,3978,1449
1061,739606147276148736,5624,1766
1062,739544079319588864,41510,22799
1063,739485634323156992,7516,3132
1064,739238157791694849,121262,61895
1065,738891149612572673,112,6
1066,738885046782832640,3936,1217
1067,738883359779196928,3487,863
1068,738537504001953792,5330,1662
1069,738402415918125056,3405,896
1070,738184450748633089,4500,1286
1071,738166403467907072,9204,3628
1072,738156290900254721,2647,698
1073,737826014890496000,5507,1874
1074,737800304142471168,10442,3686
1075,737678689543020544,5267,1419
1076,737445876994609152,10754,4754
1077,737322739594330112,3771,861
1078,737310737551491075,15347,7903
1079,736736130620620800,4505,1844
1080,736392552031657984,18567,7893
1081,736365877722001409,4163,1332
1082,736225175608430592,8491,2943
1083,736010884653420544,8243,3163
1084,735991953473572864,3756,1223
1085,735648611367784448,4185,1170
1086,735635087207878657,6454,2498
1087,735274964362878976,13590,5404
1088,735256018284875776,3490,943
1089,735137028879360001,3264,1030
1090,734912297295085568,2852,548
1091,734787690684657664,13123,6698
1092,734776360183431168,2617,581
1093,734559631394082816,1564,420
1094,733828123016450049,3747,827
1095,733822306246479872,3823,1072
1096,733482008106668032,3281,1010
1097,733460102733135873,4391,1359
1098,733109485275860992,51413,17877
1099,732732193018155009,2545,568
1100,732726085725589504,3684,940
1101,732585889486888962,3846,821
1102,732375214819057664,8440,2686
1103,732005617171337216,15588,5809
1104,731285275100512256,3635,1047
1105,731156023742988288,4004,1351
1106,730924654643314689,6394,2103
1107,730573383004487680,5132,2290
1108,730427201120833536,3612,1107
1109,730211855403241472,3996,1121
1110,730196704625098752,5102,2043
1111,729854734790754305,4205,1199
1112,729838605770891264,1780,409
1113,729823566028484608,4156,1317
1114,729463711119904772,6051,2457
1115,729113531270991872,1964,349
1116,728986383096946689,3294,870
1117,728760639972315136,4872,1811
1118,728751179681943552,2890,720
1119,728653952833728512,3447,1104
1120,728409960103686147,5117,2129
1121,728387165835677696,3822,1018
1122,728046963732717569,4490,1250
1123,728035342121635841,4745,1772
1124,728015554473250816,4269,1162
1125,727685679342333952,3057,675
1126,727644517743104000,6147,1852
1127,727524757080539137,4657,1293
1128,727314416056803329,3470,797
1129,727286334147182592,3171,869
1130,727175381690781696,4034,1461
1131,727155742655025152,3797,1404
1132,726935089318363137,7170,2601
1133,726887082820554753,3998,1597
1134,726828223124897792,3700,1067
1135,726224900189511680,4599,1218
1136,725842289046749185,7359,2816
1137,725786712245440512,4338,1443
1138,725729321944506368,5407,1888
1139,725458796924002305,1466,660
1140,724983749226668032,3865,1381
1141,724771698126512129,2468,680
1142,724405726123311104,5524,1748
1143,724049859469295616,4502,1872
1144,724046343203856385,2774,592
1145,724004602748780546,4356,1671
1146,723912936180330496,4057,1297
1147,723688335806480385,8024,3164
1148,723673163800948736,3148,944
1149,723179728551723008,5513,1989
1150,722974582966214656,4280,1666
1151,722613351520608256,5167,1736
1152,721503162398597120,4850,1983
1153,721001180231503872,2627,654
1154,720785406564900865,3243,815
1155,720775346191278080,2580,718
1156,720415127506415616,4301,1588
1157,720389942216527872,6672,2667
1158,720340705894408192,2984,1036
1159,720059472081784833,4042,1193
1160,720043174954147842,5103,2128
1161,719991154352222208,5035,1851
1162,719704490224398336,4747,1537
1163,719551379208073216,5261,2040
1164,719367763014393856,2905,785
1165,719339463458033665,4594,1325
1166,719332531645071360,3554,1013
1167,718971898235854848,3638,1160
1168,718939241951195136,5463,1870
1169,718631497683582976,19680,8560
1170,718613305783398402,2534,511
1171,718540630683709445,2585,1074
1172,718460005985447936,2803,560
1173,718454725339934721,5064,1600
1174,718246886998687744,2008,530
1175,718234618122661888,4040,1065
1176,717841801130979328,2549,629
1177,717790033953034240,3005,1196
1178,717537687239008257,5988,1948
1179,717428917016076293,1671,481
1180,717421804990701568,3278,891
1181,717047459982213120,6529,2025
1182,717009362452090881,3404,1032
1183,716802964044845056,4457,1249
1184,716791146589110272,6232,1523
1185,716730379797970944,1281,454
1186,716447146686459905,13647,6254
1187,716439118184652801,2465,225
1188,716285507865542656,2891,1150
1189,716080869887381504,7006,2035
1190,715928423106027520,3318,924
1191,715758151270801409,3884,1511
1192,715733265223708672,4864,1789
1193,715704790270025728,2904,600
1194,715696743237730304,4059,1362
1195,715680795826982913,4507,1716
1196,715360349751484417,5689,1669
1197,715342466308784130,3153,723
1198,715220193576927233,2511,693
1199,715200624753819648,5334,1999
1200,715009755312439296,4333,1316
1201,714982300363173890,3912,1097
1202,714962719905021952,7679,4532
1203,714957620017307648,4309,1506
1204,714631576617938945,3400,1065
1205,714606013974974464,3778,982
1206,714485234495041536,2825,1228
1207,714258258790387713,3139,759
1208,714251586676113411,3397,891
1209,714214115368108032,2361,931
1210,714141408463036416,4482,1492
1211,713919462244790272,3415,824
1212,713909862279876608,1993,576
1213,713900603437621249,2953,783
1214,713761197720473600,5079,1459
1215,713411074226274305,4593,1371
1216,713177543487135744,7503,3003
1217,713175907180089344,4643,1544
1218,712809025985978368,19385,7148
1219,712717840512598017,12873,5303
1220,712668654853337088,4328,1287
1221,712438159032893441,5551,1660
1222,712309440758808576,255,25
1223,712097430750289920,3955,1099
1224,712092745624633345,3063,950
1225,712085617388212225,3380,511
1226,712065007010385924,2355,663
1227,711998809858043904,0,133
1228,711968124745228288,8399,2451
1229,711743778164514816,2956,1043
1230,711732680602345472,9267,4371
1231,711694788429553666,34240,19410
1232,711652651650457602,4036,976
1233,711363825979756544,3810,1202
1234,711306686208872448,3449,777
1235,711008018775851008,3122,656
1236,710997087345876993,4747,1475
1237,710844581445812225,2656,736
1238,710833117892898816,2804,573
1239,710658690886586372,2403,599
1240,710609963652087808,4995,2495
1241,710588934686908417,4739,1991
1242,710296729921429505,2472,783
1243,710283270106132480,2227,547
1244,710272297844797440,4726,1336
1245,710269109699739648,2495,1197
1246,710153181850935296,3035,949
1247,710140971284037632,2886,946
1248,710117014656950272,5737,2115
1249,709918798883774466,3109,1135
1250,709901256215666688,703,105
1251,709852847387627521,3659,1268
1252,709566166965075968,3689,1278
1253,709556954897764353,3430,1128
1254,709519240576036864,1549,254
1255,709449600415961088,2322,613
1256,709409458133323776,2726,735
1257,709225125749587968,2506,608
1258,709207347839836162,13148,6200
1259,709198395643068416,2513,678
1260,709179584944730112,2101,713
1261,709158332880297985,2128,448
1262,709042156699303936,4956,1745
1263,708853462201716736,1865,696
1264,708845821941387268,3105,950
1265,708834316713893888,1764,537
1266,708810915978854401,17223,7381
1267,708738143638450176,2861,869
1268,708711088997666817,2660,770
1269,708479650088034305,2657,714
1270,708469915515297792,3216,870
1271,708400866336894977,16724,10750
1272,708356463048204288,3770,1418
1273,708349470027751425,2452,783
1274,708149363256774660,4463,1637
1275,708130923141795840,3535,890
1276,708119489313951744,2801,1041
1277,708109389455101952,2014,577
1278,708026248782585858,4559,2033
1279,707995814724026368,3270,1191
1280,707983188426153984,51,2
1281,707969809498152960,2814,1030
1282,707776935007539200,3425,1006
1283,707741517457260545,2606,651
1284,707738799544082433,4281,2630
1285,707693576495472641,3593,1066
1286,707629649552134146,2693,937
1287,707610948723478529,17712,6819
1288,707420581654872064,2374,735
1289,707411934438625280,2384,634
1290,707387676719185920,3659,1384
1291,707377100785885184,3427,1146
1292,707315916783140866,2583,682
1293,707297311098011648,2887,845
1294,707059547140169728,2693,720
1295,707038192327901184,2289,844
1296,707021089608753152,4249,1454
1297,707014260413456384,2405,633
1298,706904523814649856,15252,8336
1299,706901761596989440,2155,639
1300,706681918348251136,3472,1027
1301,706644897839910912,2695,1164
1302,706593038911545345,2250,667
1303,706538006853918722,3615,1499
1304,706516534877929472,3235,1101
1305,706346369204748288,3606,981
1306,706310011488698368,22370,8491
1307,706291001778950144,1774,497
1308,706265994973601792,2858,979
1309,706169069255446529,4081,2369
1310,706166467411222528,5381,1713
1311,706153300320784384,1551,408
1312,705975130514706432,3241,783
1313,705970349788291072,3280,946
1314,705898680587526145,2483,595
1315,705786532653883392,2038,557
1316,705591895322394625,3312,1223
1317,705475953783398401,3088,981
1318,705442520700944385,4650,1745
1319,705428427625635840,3992,1799
1320,705239209544720384,3134,796
1321,705223444686888960,2695,859
1322,705102439679201280,2245,543
1323,705066031337840642,2269,640
1324,704871453724954624,4456,1180
1325,704859558691414016,2355,581
1326,704847917308362754,5335,1631
1327,704819833553219584,2753,1061
1328,704761120771465216,6926,3083
1329,704499785726889984,3069,1063
1330,704491224099647488,798,87
1331,704480331685040129,3546,1123
1332,704364645503647744,8395,3780
1333,704347321748819968,1663,371
1334,704134088924532736,1577,497
1335,704113298707505153,1935,595
1336,704054845121142784,3048,967
1337,703774238772166656,1918,497
1338,703769065844768768,3436,1207
1339,703631701117943808,2709,731
1340,703611486317502464,4034,1611
1341,703425003149250560,3967,1458
1342,703407252292673536,2561,737
1343,703382836347330562,3662,1207
1344,703356393781329922,2001,409
1345,703268521220972544,2055,581
1346,703079050210877440,7737,3301
1347,703041949650034688,27590,13344
1348,702932127499816960,2706,766
1349,702899151802126337,1684,481
1350,702684942141153280,3368,1150
1351,702671118226825216,2297,599
1352,702598099714314240,12754,3646
1353,702539513671897089,3000,1016
1354,702332542343577600,3341,1657
1355,702321140488925184,3432,1097
1356,702276748847800320,2578,813
1357,702217446468493312,5022,1423
1358,701981390485725185,3605,1055
1359,701952816642965504,3991,1087
1360,701889187134500865,3717,1465
1361,701805642395348998,3589,1806
1362,701601587219795968,2183,486
1363,701570477911896070,2951,992
1364,701545186879471618,2781,653
1365,701214700881756160,12781,5446
1366,700890391244103680,2319,613
1367,700864154249383937,2707,652
1368,700847567345688576,2536,530
1369,700796979434098688,2543,1019
1370,700747788515020802,23892,9946
1371,700518061187723268,2762,852
1372,700505138482569216,2382,606
1373,700462010979500032,4330,1915
1374,700167517596164096,2766,793
1375,700151421916807169,2342,705
1376,700143752053182464,7881,2919
1377,700062718104104960,2770,741
1378,700029284593901568,2163,622
1379,700002074055016451,3466,1431
1380,699801817392291840,3203,1017
1381,699788877217865730,2347,529
1382,699779630832685056,2895,1322
1383,699775878809702401,2052,644
1384,699691744225525762,10730,4890
1385,699446877801091073,6215,2782
1386,699434518667751424,2268,538
1387,699423671849451520,1438,350
1388,699413908797464576,2168,655
1389,699370870310113280,1968,465
1390,699323444782047232,3305,918
1391,699088579889332224,2342,668
1392,699079609774645248,2571,698
1393,699072405256409088,3148,1263
1394,699060279947165696,3957,1922
1395,699036661657767936,2719,1270
1396,698989035503689728,3531,1045
1397,698953797952008193,2832,960
1398,698907974262222848,2654,661
1399,698710712454139905,2593,726
1400,698703483621523456,1521,404
1401,698635131305795584,1344,362
1402,698549713696649216,2430,657
1403,698355670425473025,1958,482
1404,698342080612007937,2364,1007
1405,698262614669991936,4968,2137
1406,698195409219559425,17542,6343
1407,698178924120031232,2928,789
1408,697995514407682048,1602,354
1409,697990423684476929,3440,1378
1410,697943111201378304,2507,731
1411,697881462549430272,3154,1269
1412,697630435728322560,1829,574
1413,697616773278015490,3307,1078
1414,697596423848730625,3168,1342
1415,697575480820686848,2136,532
1416,697516214579523584,2174,1202
1417,697482927769255936,2528,715
1418,697463031882764288,3562,1465
1419,697270446429966336,4890,1983
1420,697259378236399616,3438,1055
1421,697255105972801536,3158,1231
1422,697242256848379904,2631,706
1423,696900204696625153,3333,1090
1424,696894894812565505,2445,717
1425,696886256886657024,5070,1911
1426,696877980375769088,2551,755
1427,696754882863349760,1544,379
1428,696744641916489729,2162,997
1429,696713835009417216,2484,686
1430,696518437233913856,4077,1809
1431,696490539101908992,1275,154
1432,696488710901260288,2657,1098
1433,696405997980676096,3365,1213
1434,696100768806522880,2024,707
1435,695816827381944320,3144,1239
1436,695794761660297217,3335,832
1437,695767669421768709,1959,794
1438,695629776980148225,4778,2232
1439,695446424020918272,4564,1929
1440,695409464418041856,9046,3803
1441,695314793360662529,3798,1562
1442,695095422348574720,2764,655
1443,695074328191332352,2976,1180
1444,695064344191721472,1684,640
1445,695051054296211456,2789,838
1446,694925794720792577,2820,973
1447,694905863685980160,2883,991
1448,694669722378485760,37425,15400
1449,694356675654983680,1575,307
1450,694352839993344000,2135,661
1451,694342028726001664,1651,518
1452,694329668942569472,2102,533
1453,694206574471057408,4385,2162
1454,694183373896572928,3086,990
1455,694001791655137281,3557,1097
1456,693993230313091072,1956,430
1457,693942351086120961,1815,393
1458,693647888581312512,2826,629
1459,693644216740769793,1412,135
1460,693642232151285760,2659,444
1461,693629975228977152,2564,850
1462,693622659251335168,1618,393
1463,693590843962331137,5304,2102
1464,693582294167244802,1719,271
1465,693486665285931008,1867,672
1466,693280720173801472,3523,1319
1467,693267061318012928,2501,868
1468,693262851218264065,2337,534
1469,693231807727280129,3001,779
1470,693155686491000832,8244,3405
1471,693109034023534592,1799,653
1472,693095443459342336,1964,491
1473,692919143163629568,2796,796
1474,692905862751522816,2549,933
1475,692901601640583168,1865,645
1476,692894228850999298,2386,862
1477,692828166163931137,3019,937
1478,692752401762250755,7156,3868
1479,692568918515392513,4556,1637
1480,692535307825213440,3351,1446
1481,692530551048294401,1934,443
1482,692423280028966913,1548,244
1483,692417313023332352,9764,3701
1484,692187005137076224,2643,872
1485,692158366030913536,2251,846
1486,692142790915014657,1720,418
1487,692041934689402880,3561,1357
1488,692017291282812928,3001,1014
1489,691820333922455552,4136,1767
1490,691793053716221953,8482,4474
1491,691756958957883396,3029,1088
1492,691675652215414786,2036,539
1493,691483041324204033,2481,601
1494,691459709405118465,4252,1227
1495,691444869282295808,2781,897
1496,691416866452082688,20222,8163
1497,691321916024623104,2691,702
1498,691096613310316544,3100,942
1499,691090071332753408,1792,358
1500,690989312272396288,6179,3050
1501,690959652130045952,3767,1339
1502,690938899477221376,4326,2120
1503,690932576555528194,3441,1086
1504,690735892932222976,3952,1361
1505,690728923253055490,2273,550
1506,690690673629138944,2436,850
1507,690649993829576704,1368,296
1508,690607260360429569,305,17
1509,690597161306841088,2056,642
1510,690400367696297985,1961,483
1511,690374419777196032,3416,915
1512,690360449368465409,2766,949
1513,690348396616552449,1573,548
1514,690248561355657216,1757,438
1515,690021994562220032,2922,1102
1516,690015576308211712,2632,789
1517,690005060500217858,3843,1796
1518,689999384604450816,1494,396
1519,689993469801164801,1534,483
1520,689977555533848577,1434,475
1521,689905486972461056,2545,738
1522,689877686181715968,3173,1258
1523,689835978131935233,2258,800
1524,689661964914655233,3354,992
1525,689659372465688576,10854,4131
1526,689623661272240129,2333,682
1527,689599056876867584,12166,5901
1528,689557536375177216,2144,491
1529,689517482558820352,3564,1523
1530,689289219123089408,2366,997
1531,689283819090870273,3441,1178
1532,689280876073582592,2089,764
1533,689275259254616065,1211,261
1534,689255633275777024,2682,1153
1535,689154315265683456,3212,1070
1536,689143371370250240,2120,546
1537,688916208532455424,2864,927
1538,688908934925697024,2216,823
1539,688898160958271489,2203,841
1540,688894073864884227,2340,739
1541,688828561667567616,1449,397
1542,688804835492233216,1007,206
1543,688789766343622656,2327,706
1544,688547210804498433,2738,749
1545,688519176466644993,2427,785
1546,688385280030670848,9728,4749
1547,688211956440801280,2332,887
1548,688179443353796608,2214,622
1549,688116655151435777,2957,830
1550,688064179421470721,1812,382
1551,687841446767013888,5734,2694
1552,687826841265172480,2855,1198
1553,687818504314159109,2621,1010
1554,687807801670897665,2507,748
1555,687732144991551489,1849,700
1556,687704180304273409,2553,889
1557,687664829264453632,2029,543
1558,687494652870668288,1998,612
1559,687480748861947905,1674,258
1560,687476254459715584,2071,569
1561,687460506001633280,2151,578
1562,687399393394311168,1982,665
1563,687317306314240000,21039,9742
1564,687312378585812992,4568,2025
1565,687127927494963200,5724,2440
1566,687124485711986689,2270,536
1567,687109925361856513,6089,2628
1568,687102708889812993,2448,1054
1569,687096057537363968,2353,646
1570,686947101016735744,9029,3390
1571,686760001961103360,3685,1470
1572,686749460672679938,3639,1553
1573,686730991906516992,4348,1279
1574,686683045143953408,2944,856
1575,686618349602762752,3869,1452
1576,686606069955735556,1986,580
1577,686394059078897668,1830,725
1578,686386521809772549,3414,937
1579,686377065986265092,2330,599
1580,686358356425093120,2307,724
1581,686286779679375361,4195,1778
1582,686050296934563840,2308,779
1583,686035780142297088,1213,129
1584,686034024800862208,3270,1241
1585,686007916130873345,2600,449
1586,686003207160610816,1912,677
1587,685973236358713344,2214,560
1588,685943807276412928,1708,643
1589,685906723014619143,7884,3108
1590,685681090388975616,2127,134
1591,685667379192414208,2453,609
1592,685663452032069632,3415,1565
1593,685641971164143616,3075,831
1594,685547936038666240,34578,16740
1595,685532292383666176,3192,1229
1596,685325112850124800,9940,4253
1597,685321586178670592,2771,685
1598,685315239903100929,3512,1153
1599,685307451701334016,2169,468
1600,685268753634967552,3241,1287
1601,685198997565345792,2444,710
1602,685169283572338688,4298,1516
1603,684969860808454144,2479,403
1604,684959798585110529,7144,3340
1605,684940049151070208,3376,1115
1606,684926975086034944,3672,497
1607,684914660081053696,3676,1563
1608,684902183876321280,1970,568
1609,684880619965411328,2206,874
1610,684830982659280897,36710,23066
1611,684800227459624960,2841,1062
1612,684594889858887680,9366,3780
1613,684588130326986752,4322,1497
1614,684567543613382656,3151,1312
1615,684538444857667585,2775,1018
1616,684481074559381504,4057,1246
1617,684460069371654144,2076,591
1618,684241637099323392,8548,3532
1619,684225744407494656,1293,227
1620,684222868335505415,4021,1468
1621,684200372118904832,2269,1099
1622,684195085588783105,2008,552
1623,684188786104872960,3643,1251
1624,684177701129875456,2113,719
1625,684147889187209216,3122,1594
1626,684122891630342144,2086,505
1627,684097758874210310,4307,1536
1628,683857920510050305,3985,1191
1629,683852578183077888,2017,374
1630,683849932751646720,2748,1046
1631,683834909291606017,2743,1187
1632,683828599284170753,2931,1130
1633,683773439333797890,3503,1449
1634,683742671509258241,6819,3547
1635,683515932363329536,7711,3114
1636,683498322573824003,3327,1028
1637,683481228088049664,2762,1062
1638,683462770029932544,2543,713
1639,683449695444799489,4084,1722
1640,683391852557561860,7982,2546
1641,683357973142474752,3076,1000
1642,683142553609318400,3019,1111
1643,683111407806746624,3550,972
1644,683098815881154561,2269,704
1645,683078886620553216,2073,600
1646,683030066213818368,2257,778
1647,682962037429899265,38719,17832
1648,682808988178739200,1857,193
1649,682788441537560576,2589,1193
1650,682750546109968385,1593,465
1651,682697186228989953,1370,383
1652,682662431982772225,3192,1157
1653,682638830361513985,2149,645
1654,682429480204398592,3595,1244
1655,682406705142087680,7945,1881
1656,682393905736888321,2348,729
1657,682389078323662849,1740,500
1658,682303737705140231,3221,1070
1659,682259524040966145,4368,1294
1660,682242692827447297,3404,1261
1661,682088079302213632,19167,10561
1662,682059653698686977,5192,1800
1663,682047327939461121,3357,1028
1664,682032003584274432,6886,2149
1665,682003177596559360,3297,1639
1666,681981167097122816,2918,1102
1667,681891461017812993,2579,881
1668,681694085539872773,13375,4323
1669,681679526984871937,1844,480
1670,681654059175129088,2759,989
1671,681610798867845120,1997,507
1672,681579835668455424,3711,1388
1673,681523177663676416,14985,6205
1674,681340665377193984,1718,298
1675,681339448655802368,9725,4345
1676,681320187870711809,2781,807
1677,681302363064414209,4131,1954
1678,681297372102656000,3350,1022
1679,681281657291280384,3369,1177
1680,681261549936340994,1521,292
1681,681242418453299201,1567,574
1682,681231109724700672,2508,517
1683,681193455364796417,3886,1591
1684,680970795137544192,2540,712
1685,680959110691590145,4762,2134
1686,680940246314430465,3367,1127
1687,680934982542561280,2175,468
1688,680913438424612864,2502,661
1689,680889648562991104,1848,391
1690,680836378243002368,3618,1421
1691,680805554198020098,2263,706
1692,680801747103793152,2481,882
1693,680798457301471234,2994,1114
1694,680609293079592961,2759,762
1695,680583894916304897,3791,1437
1696,680497766108381184,4429,2040
1697,680494726643068929,1793,513
1698,680473011644985345,2664,796
1699,680440374763077632,1518,538
1700,680221482581123072,1516,306
1701,680206703334408192,2968,1257
1702,680191257256136705,2239,539
1703,680176173301628928,4078,1675
1704,680161097740095489,2424,783
1705,680145970311643136,3786,1863
1706,680130881361686529,2389,1017
1707,680115823365742593,2831,969
1708,680100725817409536,3733,1456
1709,680085611152338944,13379,9526
1710,680070545539371008,2694,935
1711,679877062409191424,2056,686
1712,679872969355714560,2281,711
1713,679862121895714818,2570,664
1714,679854723806179328,2995,1312
1715,679844490799091713,2480,814
1716,679828447187857408,37890,14976
1717,679777920601223168,3219,1190
1718,679736210798047232,2180,844
1719,679729593985699840,2264,874
1720,679722016581222400,1732,498
1721,679530280114372609,4974,2206
1722,679527802031484928,2764,770
1723,679511351870550016,3514,1353
1724,679503373272485890,3285,1573
1725,679475951516934144,2182,683
1726,679462823135686656,33122,20080
1727,679405845277462528,2482,1282
1728,679158373988876288,22402,8622
1729,679148763231985668,2885,1099
1730,679132435750195208,3090,1233
1731,679111216690831360,6206,2724
1732,679062614270468097,17794,8741
1733,679047485189439488,2346,724
1734,679001094530465792,2948,1314
1735,678991772295516161,2426,1253
1736,678969228704284672,1714,491
1737,678800283649069056,2684,960
1738,678798276842360832,3629,1262
1739,678774928607469569,2917,978
1740,678767140346941444,3679,1455
1741,678764513869611008,1707,505
1742,678755239630127104,7441,3518
1743,678740035362037760,3915,1805
1744,678708137298427904,5795,2576
1745,678675843183484930,2994,1575
1746,678643457146150913,2139,450
1747,678446151570427904,4162,1664
1748,678424312106393600,5631,2695
1749,678410210315247616,4409,1937
1750,678399652199309312,82317,33751
1751,678396796259975168,1655,445
1752,678389028614488064,1943,445
1753,678380236862578688,2539,965
1754,678341075375947776,1793,569
1755,678334497360859136,1352,276
1756,678278586130948096,11913,6448
1757,678255464182861824,1645,396
1758,678023323247357953,2003,408
1759,678021115718029313,14310,6762
1760,677961670166224897,3550,1788
1761,677918531514703872,1401,435
1762,677895101218201600,5020,2230
1763,677716515794329600,3171,1024
1764,677700003327029250,3521,1529
1765,677698403548192770,1274,336
1766,677687604918272002,2572,893
1767,677673981332312066,3469,1585
1768,677662372920729601,2024,1030
1769,677644091929329666,1939,844
1770,677573743309385728,2225,765
1771,677565715327688705,1341,483
1772,677557565589463040,2535,1232
1773,677547928504967168,7183,3855
1774,677530072887205888,1114,240
1775,677335745548390400,3149,1890
1776,677334615166730240,1405,311
1777,677331501395156992,1132,248
1778,677328882937298944,3766,1582
1779,677314812125323265,1702,567
1780,677301033169788928,1287,433
1781,677269281705472000,2071,742
1782,677228873407442944,3676,1731
1783,677187300187611136,2832,976
1784,676975532580409345,2880,1131
1785,676957860086095872,2289,851
1786,676949632774234114,1348,421
1787,676948236477857792,2251,919
1788,676946864479084545,1767,399
1789,676942428000112642,2145,802
1790,676936541936185344,13153,5179
1791,676916996760600576,3067,1901
1792,676897532954456065,2335,762
1793,676864501615042560,2177,749
1794,676821958043033607,23855,16474
1795,676819651066732545,1868,702
1796,676811746707918848,1461,446
1797,676776431406465024,5165,2111
1798,676617503762681856,2996,1036
1799,676613908052996102,1125,206
1800,676606785097199616,1946,462
1801,676603393314578432,1206,408
1802,676593408224403456,4731,2276
1803,676590572941893632,948,134
1804,676588346097852417,2410,842
1805,676582956622721024,1249,293
1806,676575501977128964,2683,1182
1807,676533798876651520,1947,587
1808,676496375194980353,1574,563
1809,676470639084101634,11997,4919
1810,676440007570247681,1777,697
1811,676430933382295552,1445,362
1812,676263575653122048,2142,578
1813,676237365392908289,1262,309
1814,676219687039057920,77287,32612
1815,676215927814406144,1793,614
1816,676191832485810177,2354,1080
1817,676146341966438401,1985,701
1818,676121918416756736,2220,1219
1819,676101918813499392,2902,1220
1820,676098748976615425,3102,1511
1821,676089483918516224,1354,451
1822,675898130735476737,1681,599
1823,675891555769696257,2195,912
1824,675888385639251968,2449,1006
1825,675878199931371520,4303,1466
1826,675870721063669760,1690,600
1827,675853064436391936,2774,1361
1828,675849018447167488,974,156
1829,675845657354215424,2360,931
1830,675822767435051008,1571,560
1831,675820929667219457,1082,241
1832,675798442703122432,10549,3550
1833,675781562965868544,1663,495
1834,675740360753160193,1199,364
1835,675710890956750848,1944,865
1836,675707330206547968,2042,729
1837,675706639471788032,664,103
1838,675534494439489536,1869,436
1839,675531475945709568,1218,404
1840,675522403582218240,1072,299
1841,675517828909424640,1340,478
1842,675501075957489664,17611,6078
1843,675497103322386432,3233,1358
1844,675489971617296384,1341,624
1845,675483430902214656,1900,1017
1846,675432746517426176,1568,595
1847,675372240448454658,1744,531
1848,675362609739206656,1080,239
1849,675354435921575936,33708,17972
